item_id,genres,title,texto
211440,indie,Adventures Of Shuggy,indie Adventures of Shuggy
211500,"free to play, racing, simulation, sports",Raceroom Racing Experience,"free to play, racing, simulation, sports RaceRoom Racing Experience"
211523,action,Max Payne 3: Deathmatch Made In Heaven Pack,action Max Payne 3: Deathmatch Made In Heaven Pack
211600,"action, simulation",Thief™ Gold,"action, simulation Thief™ Gold"
211740,"action, simulation",Thief™ Ii: The Metal Age,"action, simulation Thief™ II: The Metal Age"
211780,action,Conflict Desert Storm™,action Conflict Desert Storm™
211820,"action, adventure, casual, indie, rpg",Starbound,"action, adventure, casual, indie, rpg Starbound"
212010,"action, indie, simulation, strategy",Galaxy On Fire 2™ Full Hd,"action, indie, simulation, strategy Galaxy on Fire 2™ Full HD"
212030,"action, indie",Kung Fu Strike - The Warrior'S Rise,"action, indie Kung Fu Strike - The Warrior's Rise"
212070,"action, free to play, massively multiplayer, simulation",Star Conflict,"action, free to play, massively multiplayer, simulation Star Conflict"
212160,"action, adventure, free to play, massively multiplayer, rpg",Vindictus,"action, adventure, free to play, massively multiplayer, rpg Vindictus"
212200,"action, adventure, casual, free to play, massively multiplayer, rpg, simulation",Mabinogi,"action, adventure, casual, free to play, massively multiplayer, rpg, simulation Mabinogi"
212390,"action, free to play, massively multiplayer, rpg",Continent Of The Ninth Seal,"action, free to play, massively multiplayer, rpg Continent of the Ninth Seal"
212410,action,Inversion™,action Inversion™
212480,"racing, sports",Sonic &Amp; All-Stars Racing Transformed,"racing, sports Sonic &amp; All-Stars Racing Transformed"
212500,"free to play, massively multiplayer, rpg",The Lord Of The Rings Online™,"free to play, massively multiplayer, rpg The Lord of the Rings Online™"
212630,action,Tom Clancy'S Ghost Recon: Future Soldier™,action Tom Clancy's Ghost Recon: Future Soldier™
212680,"indie, simulation, strategy",Ftl: Faster Than Light,"indie, simulation, strategy FTL: Faster Than Light"
212800,"action, free to play, indie",Super Crate Box,"action, free to play, indie Super Crate Box"
212893,"action, adventure",Dishonored - Void Walker Arsenal,"action, adventure Dishonored - Void Walker Arsenal"
213230,"action, rpg",Borderlands 2: Mechromancer Pack,"action, rpg Borderlands 2: Mechromancer Pack"
213250,"action, rpg",Borderlands 2: Sir Hammerlock’S Big Game Hunt,"action, rpg Borderlands 2: Sir Hammerlock’s Big Game Hunt"
213330,"action, adventure",Lego® Batman 2 Dc Super Heroes™,"action, adventure LEGO® Batman 2 DC Super Heroes™"
213610,action,Sonic Adventure 2,action Sonic Adventure 2
213650,"casual, free to play, indie, strategy",Dwarfs - F2P,"casual, free to play, indie, strategy Dwarfs - F2P"
213670,"action, adventure, rpg",South Park™: The Stick Of Truth™,"action, adventure, rpg South Park™: The Stick of Truth™"
213850,strategy,Magic 2014 — Duels Of The Planeswalkers,strategy Magic 2014 — Duels of the Planeswalkers
214130,"indie, simulation",Aerofly Fs 1 Flight Simulator,"indie, simulation Aerofly FS 1 Flight Simulator"
214340,"adventure, indie",Deponia,"adventure, indie Deponia"
214420,"action, free to play, indie",Gear Up,"action, free to play, indie Gear Up"
214490,action,Alien: Isolation,action Alien: Isolation
214510,"action, adventure",Lego The Lord Of The Rings,"action, adventure LEGO The Lord of the Rings"
214560,"action, adventure, indie",Mark Of The Ninja,"action, adventure, indie Mark of the Ninja"
214610,"adventure, indie",Cherry Tree High Comedy Club,"adventure, indie Cherry Tree High Comedy Club"
214630,action,Call Of Duty: Black Ops - Mac Edition,action Call of Duty: Black Ops - Mac Edition
214700,"adventure, indie, casual",Thirty Flights Of Loving,"adventure, indie, casual Thirty Flights of Loving"
214770,"action, adventure, indie",Guacamelee! Gold Edition,"action, adventure, indie Guacamelee! Gold Edition"
214830,"action, casual, rpg",Half Minute Hero: Super Mega Neo Climax Ultimate Boy,"action, casual, rpg Half Minute Hero: Super Mega Neo Climax Ultimate Boy"
214870,action,Painkiller Hell &Amp; Damnation,action Painkiller Hell &amp; Damnation
214950,strategy,Total War™: Rome Ii - Emperor Edition,strategy Total War™: ROME II - Emperor Edition
214970,"action, indie",Intrusion 2,"action, indie Intrusion 2"
215080,"adventure, free to play, massively multiplayer, rpg, strategy",Wakfu,"adventure, free to play, massively multiplayer, rpg, strategy WAKFU"
215256,"action, adventure",Sleeping Dogs: Nightmare In North Point,"action, adventure Sleeping Dogs: Nightmare in North Point"
215280,"action, adventure, free to play, massively multiplayer, rpg",Secret World Legends,"action, adventure, free to play, massively multiplayer, rpg Secret World Legends"
215470,"action, indie",Primal Carnage,"action, indie Primal Carnage"
215510,"adventure, indie",Rocketbirds: Hardboiled Chicken,"adventure, indie Rocketbirds: Hardboiled Chicken"
215530,"action, adventure, indie, rpg",The Incredible Adventures Of Van Helsing,"action, adventure, indie, rpg The Incredible Adventures of Van Helsing"
215630,"action, adventure, rpg",Demonicon,"action, adventure, rpg Demonicon"
215670,"adventure, indie",Home,"adventure, indie Home"
215690,"action, indie",Zeno Clash 2,"action, indie Zeno Clash 2"
215710,"action, strategy, casual",Fieldrunners 2,"action, strategy, casual Fieldrunners 2"
216110,"action, indie, strategy",Tiny Troopers,"action, indie, strategy Tiny Troopers"
216150,"casual, free to play, massively multiplayer, rpg",Maplestory,"casual, free to play, massively multiplayer, rpg MapleStory"
216173,"action, free to play, indie, strategy",Airmech® Soundtrack,"action, free to play, indie, strategy AirMech® Soundtrack"
216260,"indie, simulation, sports",Don Bradman Cricket 14,"indie, simulation, sports Don Bradman Cricket 14"
216910,"action, rpg",Of Orcs And Men,"action, rpg Of Orcs And Men"
217100,"action, adventure, indie",Dementium Ii Hd,"action, adventure, indie Dementium II HD"
217140,action,Rise Of The Triad,action Rise of the Triad
217200,strategy,Worms Armageddon,strategy Worms Armageddon
217690,"adventure, indie",Anna - Extended Edition,"adventure, indie Anna - Extended Edition"
217920,action,Alien Rage - Unlimited,action Alien Rage - Unlimited
218040,"indie, simulation, strategy",Democracy 2,"indie, simulation, strategy Democracy 2"
218060,"action, indie",Bit.Trip Presents... Runner2: Future Legend Of Rhythm Alien,"action, indie BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien"
218130,"action, casual, free to play",Dungeonland,"action, casual, free to play Dungeonland"
218230,"action, free to play, massively multiplayer",Planetside 2,"action, free to play, massively multiplayer PlanetSide 2"
218410,"indie, rpg, strategy",Defender'S Quest: Valley Of The Forgotten (Dx Edition),"indie, rpg, strategy Defender's Quest: Valley of the Forgotten (DX edition)"
218550,"action, rpg",Borderlands 2: Tiny Tina'S Assault On Dragon Keep,"action, rpg Borderlands 2: Tiny Tina's Assault on Dragon Keep"
218560,"action, rpg",Borderlands 2 Season Pass,"action, rpg Borderlands 2 Season Pass"
218640,"action, adventure, indie",Lucius,"action, adventure, indie Lucius"
218680,"adventure, casual, strategy",Scribblenauts Unlimited,"adventure, casual, strategy Scribblenauts Unlimited"
218740,"adventure, indie",Pid,"adventure, indie Pid"
218820,"action, adventure, indie, rpg",Mercenary Kings,"action, adventure, indie, rpg Mercenary Kings"
219092,action,Call Of Duty®: Black Ops Ii - Nuketown Zombies Map,action Call of Duty®: Black Ops II - Nuketown Zombies Map
219103,action,Call Of Duty®: Black Ops Ii - Apocalypse,action Call of Duty®: Black Ops II - Apocalypse
219150,"action, indie",Hotline Miami,"action, indie Hotline Miami"
219190,"action, indie",Ultratron,"action, indie Ultratron"
219340,"free to play, indie, rpg, strategy",The Banner Saga: Factions,"free to play, indie, rpg, strategy The Banner Saga: Factions"
219640,"action, indie",Chivalry: Medieval Warfare,"action, indie Chivalry: Medieval Warfare"
219680,"adventure, casual, indie",Proteus,"adventure, casual, indie Proteus"
219700,"free to play, strategy",Dogs Of War Online,"free to play, strategy Dogs of War Online"
219830,"action, indie",King Arthur'S Gold,"action, indie King Arthur's Gold"
219890,"adventure, indie",Antichamber,"adventure, indie Antichamber"
219910,"adventure, indie",Edna &Amp; Harvey: Harvey'S New Eyes,"adventure, indie Edna &amp; Harvey: Harvey's New Eyes"
219990,"action, adventure, indie, rpg",Grim Dawn,"action, adventure, indie, rpg Grim Dawn"
220160,"action, racing",Trials Evolution: Gold Edition,"action, racing Trials Evolution: Gold Edition"
220200,"indie, simulation",Kerbal Space Program,"indie, simulation Kerbal Space Program"
220240,"action, adventure",Far Cry 3,"action, adventure Far Cry 3"
220260,"casual, simulation",Farming Simulator 2013 Titanium Edition,"casual, simulation Farming Simulator 2013 Titanium Edition"
220440,"action, adventure",Dmc: Devil May Cry,"action, adventure DmC: Devil May Cry"
220460,"action, indie",Cargo Commander,"action, indie Cargo Commander"
220660,"indie, strategy",Stardrive,"indie, strategy StarDrive"
220700,"design &amp; illustration, web publishing",Rpg Maker Vx Ace,"design &amp; illustration, web publishing RPG Maker VX Ace"
220780,indie,Thomas Was Alone,indie Thomas Was Alone
220820,"action, indie, racing",Zombie Driver Hd,"action, indie, racing Zombie Driver HD"
220860,"action, adventure, indie",Mcpixel,"action, adventure, indie McPixel"
220900,"action, casual, indie, strategy",Jack Lumber,"action, casual, indie, strategy Jack Lumber"
221020,"indie, rpg, simulation, strategy",Towns,"indie, rpg, simulation, strategy Towns"
221040,"action, adventure",Resident Evil 6 / Biohazard 6,"action, adventure Resident Evil 6 / Biohazard 6"
221100,"action, indie, massively multiplayer, early access",Dayz,"action, indie, massively multiplayer, early access DayZ"
221180,"indie, strategy",Eufloria Hd,"indie, strategy Eufloria HD"
221260,"adventure, casual, indie",Little Inferno,"adventure, casual, indie Little Inferno"
221380,strategy,Age Of Empires Ii Hd,strategy Age of Empires II HD
221540,"indie, strategy",Dg2: Defense Grid 2,"indie, strategy DG2: Defense Grid 2"
221640,"action, indie",Super Hexagon,"action, indie Super Hexagon"
221680,"casual, simulation",Rocksmith® 2014 Edition - Remastered,"casual, simulation Rocksmith® 2014 Edition - Remastered"
221810,adventure,The Cave,adventure The Cave
221910,"adventure, indie",The Stanley Parable,"adventure, indie The Stanley Parable"
222140,"action, indie, simulation",Puddle,"action, indie, simulation Puddle"
222480,"action, adventure",Resident Evil Revelations / Biohazard Revelations,"action, adventure Resident Evil Revelations / Biohazard Revelations"
222520,"free to play, indie, massively multiplayer, rpg",Champions Of Regnum,"free to play, indie, massively multiplayer, rpg Champions of Regnum"
222587,simulation,Train Simulator: Db Br232 Loco Add-On,simulation Train Simulator: DB BR232 Loco Add-On
222660,"action, indie",Retro/Grade,"action, indie Retro/Grade"
222730,"indie, simulation, strategy",Reus,"indie, simulation, strategy Reus"
222750,strategy,Wargame: Airland Battle,strategy Wargame: Airland Battle
222880,"action, indie, strategy",Insurgency,"action, indie, strategy Insurgency"
222940,action,The King Of Fighters Xiii Steam Edition,action THE KING OF FIGHTERS XIII STEAM EDITION
222980,"action, indie, rpg",Dead Pixels,"action, indie, rpg Dead Pixels"
223430,"action, adventure, indie, rpg, simulation",Miner Wars 2081,"action, adventure, indie, rpg, simulation Miner Wars 2081"
223470,"action, adventure, indie",Postal 2,"action, adventure, indie POSTAL 2"
223710,"action, adventure, indie",Cry Of Fear,"action, adventure, indie Cry of Fear"
223770,simulation,Dcs: P-51D Mustang,simulation DCS: P-51D Mustang
223830,"indie, simulation, strategy",Xenonauts,"indie, simulation, strategy Xenonauts"
223850,utilities,3Dmark,utilities 3DMark
224260,"action, free to play, indie",No More Room In Hell,"action, free to play, indie No More Room in Hell"
224460,"adventure, indie",Contrast,"adventure, indie Contrast"
224480,"action, adventure, indie",Octodad: Dadliest Catch,"action, adventure, indie Octodad: Dadliest Catch"
224500,"indie, simulation, strategy",Gnomoria,"indie, simulation, strategy Gnomoria"
224540,"action, indie",Ace Of Spades: Battle Builder,"action, indie Ace of Spades: Battle Builder"
224580,"action, simulation, strategy",Arma Ii: Dayz Mod,"action, simulation, strategy Arma II: DayZ Mod"
224600,"action, free to play, massively multiplayer, rpg",Defiance,"action, free to play, massively multiplayer, rpg Defiance"
224760,indie,Fez,indie FEZ
224820,"action, indie",Super House Of Dead Ninjas,"action, indie Super House of Dead Ninjas"
224900,"action, simulation, strategy",Iron Sky: Invasion,"action, simulation, strategy Iron Sky: Invasion"
225080,"action, adventure, indie",Brothers - A Tale Of Two Sons,"action, adventure, indie Brothers - A Tale of Two Sons"
225160,action,Shadow Warrior Classic Redux,action Shadow Warrior Classic Redux
225260,"action, adventure, strategy",Brutal Legend,"action, adventure, strategy Brutal Legend"
225280,"action, indie, rpg",Full Mojo Rampage,"action, indie, rpg Full Mojo Rampage"
225340,strategy,Xcom: Enemy Within,strategy XCOM: Enemy Within
225360,"action, rpg",Dark,"action, rpg DARK"
225420,"simulation, strategy",Cities In Motion 2,"simulation, strategy Cities in Motion 2"
225540,"action, adventure",Just Cause™ 3,"action, adventure Just Cause™ 3"
225600,"action, indie",Blade Symphony,"action, indie Blade Symphony"
225840,"action, casual, free to play, indie",Sven Co-Op,"action, casual, free to play, indie Sven Co-op"
226459,"action, adventure",Far Cry® 3 Deluxe Bundle Dlc,"action, adventure Far Cry® 3 Deluxe Bundle DLC"
226560,adventure,Escape Dead Island,adventure Escape Dead Island
226580,"racing, sports",F1 2014,"racing, sports F1 2014"
226620,"adventure, casual, indie, rpg, strategy",Desktop Dungeons,"adventure, casual, indie, rpg, strategy Desktop Dungeons"
226669,"rpg, simulation, strategy",Crusader Kings Ii: Warriors Of Faith Unit Pack,"rpg, simulation, strategy Crusader Kings II: Warriors of Faith Unit Pack"
226720,action,Lost Planet® 3,action LOST PLANET® 3
226740,"adventure, casual, indie, rpg, simulation",Monster Loves You!,"adventure, casual, indie, rpg, simulation Monster Loves You!"
226860,"indie, strategy",Galactic Civilizations Iii,"indie, strategy Galactic Civilizations III"
226960,"casual, indie, strategy",Ironclad Tactics,"casual, indie, strategy Ironclad Tactics"
227080,"adventure, indie",Papo &Amp; Yo,"adventure, indie Papo &amp; Yo"
227100,action,Sniper Elite: Nazi Zombie Army,action Sniper Elite: Nazi Zombie Army
227160,"action, indie, simulation",Kinetic Void,"action, indie, simulation Kinetic Void"
227180,"free to play, indie, massively multiplayer, rpg, simulation, strategy",Kingdom Wars,"free to play, indie, massively multiplayer, rpg, simulation, strategy Kingdom Wars"
227200,"action, adventure, indie",Waking Mars,"action, adventure, indie Waking Mars"
227220,"action, adventure, indie, rpg, strategy",Sang-Froid - Tales Of Werewolves,"action, adventure, indie, rpg, strategy Sang-Froid - Tales of Werewolves"
227240,"animation &amp; modeling, design &amp; illustration, education, utilities, web publishing",Construct 2,"animation &amp; modeling, design &amp; illustration, education, utilities, web publishing Construct 2"
227260,utilities,Displayfusion,utilities DisplayFusion
227300,"indie, simulation",Euro Truck Simulator 2,"indie, simulation Euro Truck Simulator 2"
227310,"indie, simulation",Euro Truck Simulator 2 - Going East!,"indie, simulation Euro Truck Simulator 2 - Going East!"
227480,action,God Mode,action God Mode
227560,"action, indie",Scourge: Outbreak,"action, indie Scourge: Outbreak"
227580,"action, casual, indie, rpg","10,000,000","action, casual, indie, rpg 10,000,000"
227780,"action, indie, early access",Serious Sam Classics: Revolution,"action, indie, early access Serious Sam Classics: Revolution"
227860,"indie, strategy",Castle Story,"indie, strategy Castle Story"
227940,"action, free to play, indie, massively multiplayer",Heroes &Amp; Generals,"action, free to play, indie, massively multiplayer Heroes &amp; Generals"
228180,"audio production, software training, utilities, video production",Action! - Gameplay Recording And Streaming,"audio production, software training, utilities, video production Action! - Gameplay Recording and Streaming"
228260,"indie, rpg, strategy",Fallen Enchantress: Legendary Heroes,"indie, rpg, strategy Fallen Enchantress: Legendary Heroes"
228280,"rpg, strategy",Baldur'S Gate: Enhanced Edition,"rpg, strategy Baldur's Gate: Enhanced Edition"
228300,"action, adventure",Remember Me,"action, adventure Remember Me"
228380,"action, indie, racing, simulation, sports, early access",Next Car Game: Wreckfest,"action, indie, racing, simulation, sports, early access Next Car Game: Wreckfest"
228400,"action, simulation",Ace Combat Assault Horizon - Enhanced Edition,"action, simulation Ace Combat Assault Horizon - Enhanced Edition"
228440,"indie, strategy",Cubemen 2,"indie, strategy Cubemen 2"
228760,"racing, sports",Trackmania² Canyon,"racing, sports TrackMania² Canyon"
228960,"indie, strategy",Skulls Of The Shogun,"indie, strategy Skulls of the Shogun"
229580,"adventure, indie",Dream,"adventure, indie Dream"
230050,indie,Dlc Quest,indie DLC Quest
230070,"indie, rpg",The Age Of Decadence,"indie, rpg The Age of Decadence"
230190,"indie, strategy",War For The Overworld,"indie, strategy War for the Overworld"
230230,"adventure, indie, rpg, strategy",Divinity: Original Sin (Classic),"adventure, indie, rpg, strategy Divinity: Original Sin (Classic)"
230310,"action, free to play, indie, rpg",Akaneiro: Demon Hunters,"action, free to play, indie, rpg Akaneiro: Demon Hunters"
230410,"action, free to play",Warframe,"action, free to play Warframe"
230700,"action, adventure, indie",La-Mulana,"action, adventure, indie La-Mulana"
231040,"action, adventure, casual, indie",Beatbuddy: Tale Of The Guardians,"action, adventure, casual, indie Beatbuddy: Tale of the Guardians"
231060,"free to play, massively multiplayer, rpg",Ragnarok Online 2,"free to play, massively multiplayer, rpg Ragnarok Online 2"
231140,simulation,Cities Xl Platinum,simulation Cities XL Platinum
231160,"action, adventure, indie",The Swapper,"action, adventure, indie The Swapper"
231430,strategy,Company Of Heroes 2,strategy Company of Heroes 2
231740,"indie, rpg",Knights Of Pen And Paper +1 Edition,"indie, rpg Knights of Pen and Paper +1 Edition"
232010,"indie, simulation",Euro Truck Simulator,"indie, simulation Euro Truck Simulator"
232050,"indie, strategy",Eador. Masters Of The Broken World,"indie, strategy Eador. Masters of the Broken World"
232090,action,Killing Floor 2,action Killing Floor 2
232430,"adventure, indie",Gone Home,"adventure, indie Gone Home"
232450,"casual, free to play, rpg, strategy",Solforge,"casual, free to play, rpg, strategy SolForge"
232770,"action, indie",Postal,"action, indie POSTAL"
232790,"adventure, casual, indie",Broken Age,"adventure, casual, indie Broken Age"
232890,"simulation, strategy",Stronghold Crusader 2,"simulation, strategy Stronghold Crusader 2"
232910,"racing, sports",Trackmania² Stadium,"racing, sports TrackMania² Stadium"
232970,"action, casual, indie",Thunder Wolves,"action, casual, indie Thunder Wolves"
233130,"action, adventure",Shadow Warrior,"action, adventure Shadow Warrior"
233150,"action, indie, simulation",Luftrausers,"action, indie, simulation LUFTRAUSERS"
233190,"action, indie",Final Exam,"action, indie Final Exam"
233270,"action, adventure",Far Cry 3 - Blood Dragon,"action, adventure Far Cry 3 - Blood Dragon"
233290,"action, adventure, rpg",Murdered: Soul Suspect,"action, adventure, rpg Murdered: Soul Suspect"
233310,"indie, rpg, strategy",Avadon 2: The Corruption,"indie, rpg, strategy Avadon 2: The Corruption"
233350,"action, adventure, rpg",Sudeki,"action, adventure, rpg Sudeki"
233370,adventure,The Raven - Legacy Of A Master Thief,adventure The Raven - Legacy of a Master Thief
233450,"indie, simulation, strategy",Prison Architect,"indie, simulation, strategy Prison Architect"
233470,"adventure, indie, rpg",Evoland,"adventure, indie, rpg Evoland"
233550,"action, adventure",Another World – 20Th Anniversary Edition,"action, adventure Another World – 20th Anniversary Edition"
233700,"casual, indie, rpg, strategy",Sword Of The Stars: The Pit,"casual, indie, rpg, strategy Sword of the Stars: The Pit"
233720,"action, indie, simulation",Surgeon Simulator,"action, indie, simulation Surgeon Simulator"
233740,"indie, strategy",Organ Trail: Director'S Cut,"indie, strategy Organ Trail: Director's Cut"
233980,"action, indie, rpg",Unepic,"action, indie, rpg UnEpic"
234080,"action, adventure",Castlevania: Lords Of Shadow – Ultimate Edition,"action, adventure Castlevania: Lords of Shadow – Ultimate Edition"
234140,"action, adventure",Mad Max,"action, adventure Mad Max"
234160,"action, indie",Strike Suit Infinity,"action, indie Strike Suit Infinity"
234190,"action, indie, simulation",Receiver,"action, indie, simulation Receiver"
234330,"casual, free to play, rpg",Marvel Puzzle Quest,"casual, free to play, rpg Marvel Puzzle Quest"
234390,"action, indie",Teleglitch: Die More Edition,"action, indie Teleglitch: Die More Edition"
234490,"action, indie, racing",Rush Bros.,"action, indie, racing Rush Bros."
234650,"adventure, indie, rpg, strategy",Shadowrun Returns,"adventure, indie, rpg, strategy Shadowrun Returns"
234670,"action, adventure",Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst Hd,"action, adventure NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD"
234710,"casual, sports",Poker Night 2,"casual, sports Poker Night 2"
234772,action,Call Of Duty®: Black Ops Ii - Kawaii Personalization Pack,action Call of Duty®: Black Ops II - Kawaii Personalization Pack
234920,"adventure, casual, indie, simulation",Dyscourse,"adventure, casual, indie, simulation Dyscourse"
235250,"casual, indie, strategy",Super Sanctum Td,"casual, indie, strategy Super Sanctum TD"
235360,"casual, indie, rpg, strategy",Prime World: Defenders,"casual, indie, rpg, strategy Prime World: Defenders"
235400,"adventure, free to play, indie, massively multiplayer, rpg, strategy",King’S Bounty: Legions,"adventure, free to play, indie, massively multiplayer, rpg, strategy King’s Bounty: Legions"
235460,action,Metal Gear Rising: Revengeance,action METAL GEAR RISING: REVENGEANCE
235540,"action, indie",Warhammer: End Times - Vermintide,"action, indie Warhammer: End Times - Vermintide"
235580,strategy,Sid Meier'S Civilization V: Brave New World,strategy Sid Meier's Civilization V: Brave New World
235600,"action, adventure",Tom Clancy’S Splinter Cell Blacklist,"action, adventure Tom Clancy’s Splinter Cell Blacklist"
235780,"action, adventure",Minerva,"action, adventure MINERVA"
235800,indie,Audiosurf 2,indie Audiosurf 2
235980,"casual, indie",Tetrobot And Co.,"casual, indie Tetrobot and Co."
236090,"action, adventure, indie, rpg",Dust: An Elysian Tail,"action, adventure, indie, rpg Dust: An Elysian Tail"
236110,"action, free to play, indie, rpg, strategy",Dungeon Defenders Ii,"action, free to play, indie, rpg, strategy Dungeon Defenders II"
236150,"action, rpg, simulation",Starpoint Gemini 2,"action, rpg, simulation Starpoint Gemini 2"
236370,"action, indie, rpg, simulation, early access",Interstellar Marines,"action, indie, rpg, simulation, early access Interstellar Marines"
236430,"action, rpg",Dark Souls™ Ii,"action, rpg DARK SOULS™ II"
236450,action,Pac-Man™ Championship Edition Dx+,action PAC-MAN™ Championship Edition DX+
236690,"sports, strategy",Blood Bowl 2,"sports, strategy Blood Bowl 2"
236850,"simulation, strategy",Europa Universalis Iv,"simulation, strategy Europa Universalis IV"
236870,action,Hitman™,action HITMAN™
237110,action,Mortal Kombat Komplete Edition,action Mortal Kombat Komplete Edition
237310,"action, adventure, casual, free to play, massively multiplayer, rpg",Elsword,"action, adventure, casual, free to play, massively multiplayer, rpg Elsword"
237370,"audio production, software training, utilities, video production",Playclaw 5 - Game Recording And Streaming,"audio production, software training, utilities, video production PlayClaw 5 - Game Recording and Streaming"
237590,action,R.I.P.D.: The Game,action R.I.P.D.: The Game
237630,"action, adventure, casual",Ducktales: Remastered,"action, adventure, casual DuckTales: Remastered"
237740,"action, adventure, indie",Angry Video Game Nerd Adventures,"action, adventure, indie Angry Video Game Nerd Adventures"
237850,"adventure, indie",Dreamfall Chapters,"adventure, indie Dreamfall Chapters"
237870,"action, adventure, indie, rpg, simulation",Planet Explorers,"action, adventure, indie, rpg, simulation Planet Explorers"
237890,"adventure, rpg, strategy",Agarest: Generations Of War,"adventure, rpg, strategy Agarest: Generations of War"
237930,"action, indie, rpg",Transistor,"action, indie, rpg Transistor"
237990,"indie, rpg, strategy",The Banner Saga,"indie, rpg, strategy The Banner Saga"
238010,"action, rpg",Deus Ex: Human Revolution - Director'S Cut,"action, rpg Deus Ex: Human Revolution - Director's Cut"
238090,"action, adventure",Sniper Elite 3,"action, adventure Sniper Elite 3"
238210,"action, rpg",System Shock 2,"action, rpg System Shock 2"
238240,"action, adventure, indie, rpg",Edge Of Space,"action, adventure, indie, rpg Edge of Space"
238260,"free to play, simulation",Pinball Arcade,"free to play, simulation Pinball Arcade"
238300,"action, adventure",Saints Row Iv: Commander-In-Chief Pack,"action, adventure Saints Row IV: Commander-In-Chief Pack"
238320,"action, adventure, indie",Outlast,"action, adventure, indie Outlast"
238370,"action, adventure",Magicka 2,"action, adventure Magicka 2"
238430,"action, adventure, indie",Contagion,"action, adventure, indie Contagion"
238460,"action, adventure, casual, indie",Battleblock Theater®,"action, adventure, casual, indie BattleBlock Theater®"
238750,rpg,Might &Amp; Magic X - Legacy,rpg Might &amp; Magic X - Legacy
238910,"indie, rpg, strategy",Bionic Dues,"indie, rpg, strategy Bionic Dues"
239030,"adventure, indie","Papers, Please","adventure, indie Papers, Please"
239070,"action, adventure, indie, rpg",Hammerwatch,"action, adventure, indie, rpg Hammerwatch"
239120,rpg,Final Fantasy Iii,rpg FINAL FANTASY III
239140,"action, rpg",Dying Light,"action, rpg Dying Light"
239160,"action, adventure",Thief,"action, adventure Thief"
239200,"action, adventure, indie",Amnesia: A Machine For Pigs,"action, adventure, indie Amnesia: A Machine for Pigs"
239250,"action, adventure",Castlevania: Lords Of Shadow 2,"action, adventure Castlevania: Lords of Shadow 2"
239350,indie,Spelunky,indie Spelunky
239660,"action, free to play",Soldier Front 2,"action, free to play Soldier Front 2"
239800,"action, indie",Bleed,"action, indie Bleed"
239820,"casual, indie, simulation, strategy",Game Dev Tycoon,"casual, indie, simulation, strategy Game Dev Tycoon"
239840,"indie, rpg, strategy",Dead State: Reanimated,"indie, rpg, strategy Dead State: Reanimated"
240440,"action, adventure, indie",Quadrilateral Cowboy,"action, adventure, indie Quadrilateral Cowboy"
240600,"racing, simulation, sports",Motogp™13,"racing, simulation, sports MotoGP™13"
240620,"action, adventure, indie, rpg",Wanderlust Adventures,"action, adventure, indie, rpg Wanderlust Adventures"
240760,"adventure, indie, rpg, strategy",Wasteland 2: Director'S Cut,"adventure, indie, rpg, strategy Wasteland 2: Director's Cut"
240970,"action, indie, rpg",Half Minute Hero: The Second Coming,"action, indie, rpg Half Minute Hero: The Second Coming"
241240,"casual, indie, simulation",Contraption Maker,"casual, indie, simulation Contraption Maker"
241260,adventure,Sherlock Holmes: Crimes And Punishments,adventure Sherlock Holmes: Crimes and Punishments
241320,"adventure, indie",Ittle Dew,"adventure, indie Ittle Dew"
241410,"action, indie, strategy",Castlestorm,"action, indie, strategy CastleStorm"
241540,"action, rpg, simulation",State Of Decay,"action, rpg, simulation State of Decay"
241560,"action, massively multiplayer, racing",The Crew™,"action, massively multiplayer, racing The Crew™"
241600,"action, indie, rpg",Rogue Legacy,"action, indie, rpg Rogue Legacy"
241720,"action, indie",Guncraft,"action, indie Guncraft"
241910,"adventure, indie",Goodbye Deponia,"adventure, indie Goodbye Deponia"
241930,"action, adventure",Middle-Earth™: Shadow Of Mordor™,"action, adventure Middle-earth™: Shadow of Mordor™"
242050,"action, adventure",Assassin’S Creed® Iv Black Flag™,"action, adventure Assassin’s Creed® IV Black Flag™"
242130,"action, indie, simulation",Vector Thrust,"action, indie, simulation Vector Thrust"
242550,"action, adventure",Rayman® Legends,"action, adventure Rayman® Legends"
242570,"indie, strategy",Space Hulk,"indie, strategy Space Hulk"
242640,action,Styx: Master Of Shadows,action Styx: Master of Shadows
242680,"action, indie, rpg",Nuclear Throne,"action, indie, rpg Nuclear Throne"
242700,action,Injustice: Gods Among Us Ultimate Edition,action Injustice: Gods Among Us Ultimate Edition
242720,"action, free to play, indie",Gunz 2: The Second Duel,"action, free to play, indie GunZ 2: The Second Duel"
242760,"action, adventure, indie, simulation, early access",The Forest,"action, adventure, indie, simulation, early access The Forest"
242780,"adventure, indie",Cognition: An Erica Reed Thriller,"adventure, indie Cognition: An Erica Reed Thriller"
242800,"action, adventure, indie",Day One : Garry'S Incident,"action, adventure, indie Day One : Garry's Incident"
242820,"action, indie",140,"action, indie 140"
242860,"action, indie, strategy",Verdun,"action, indie, strategy Verdun"
242880,"action, indie","Sir, You Are Being Hunted","action, indie Sir, You Are Being Hunted"
242920,"indie, simulation, strategy",Banished,"indie, simulation, strategy Banished"
242940,rpg,Anachronox,rpg Anachronox
