item_id,genres
395150,indie
395150,strategy
395150,early access
391660,adventure
391660,indie
391660,rpg
355350,action
355350,indie
354640,free to play
354640,simulation
354640,strategy
343560,indie
348980,action
348980,adventure
348980,casual
348980,indie
348980,strategy
330270,action
330270,indie
330270,rpg
347510,action
347510,casual
347510,indie
366450,action
366450,adventure
366450,casual
366450,indie
366450,simulation
337180,action
394350,adventure
394350,indie
324400,indie
324400,strategy
375950,casual
375950,free to play
375950,indie
375950,simulation
386913,action
386913,free to play
386913,indie
386913,massively multiplayer
386920,action
386920,free to play
386920,indie
386920,massively multiplayer
386920,simulation
384520,action
384520,free to play
384520,indie
384520,massively multiplayer
384520,simulation
384340,action
384340,free to play
384340,indie
384340,massively multiplayer
384340,simulation
386911,action
386911,free to play
386911,indie
386911,massively multiplayer
386911,simulation
388980,animation &amp; modeling
391580,casual
391580,indie
391580,simulation
391580,sports
391580,strategy
358650,action
358650,indie
322950,casual
322950,indie
322950,simulation
322950,sports
322950,strategy
378710,casual
378710,free to play
378710,indie
378710,simulation
269690,adventure
269690,indie
269690,rpg
393700,audio production
393700,utilities
393700,video production
393720,audio production
393720,utilities
393720,video production
393690,audio production
393690,utilities
393690,video production
354900,action
354900,casual
354900,free to play
354900,indie
393710,audio production
393710,utilities
319910,action
319910,adventure
319910,indie
390940,adventure
390940,casual
390940,indie
390940,simulation
390940,strategy
374530,indie
330670,action
330670,indie
396240,indie
396240,rpg
367710,casual
367710,indie
367710,strategy
396510,indie
396510,strategy
396160,action
396160,adventure
396160,indie
396160,rpg
395480,action
395480,adventure
395480,casual
395480,indie
395480,early access
392930,action
392930,adventure
392930,casual
392930,indie
392930,rpg
392930,simulation
392930,strategy
396610,action
396610,indie
396620,action
396620,indie
380540,action
380540,adventure
380540,indie
391030,rpg
372570,adventure
395051,strategy
380840,action
380840,free to play
380840,indie
350970,action
350970,adventure
350970,indie
396490,adventure
396490,indie
396490,rpg
396490,simulation
396490,strategy
396730,adventure
396730,casual
396730,indie
395380,action
395380,adventure
395380,casual
395380,indie
297720,adventure
297720,indie
386340,action
386340,adventure
386340,indie
386340,early access
393730,action
393730,adventure
393730,indie
348510,casual
348510,simulation
336440,action
336440,indie
336440,rpg
336440,early access
394140,action
394140,casual
394140,indie
277650,action
277650,adventure
277650,indie
277650,rpg
352900,action
352900,indie
352900,racing
392020,action
392020,casual
392020,indie
393650,action
393650,casual
393650,indie
397400,casual
397400,indie
397400,strategy
356130,free to play
356130,indie
356130,massively multiplayer
356130,strategy
395930,casual
395930,indie
395930,simulation
395930,strategy
298641,action
298641,free to play
298641,indie
393410,action
393410,free to play
393410,indie
393410,massively multiplayer
393410,sports
362680,adventure
362680,indie
334774,racing
334774,simulation
334774,sports
385260,free to play
385260,rpg
310850,action
310850,adventure
310850,indie
394750,action
394750,adventure
394750,indie
394750,rpg
378580,action
378580,adventure
378580,casual
378580,indie
378580,simulation
344850,indie
344850,simulation
344850,strategy
325962,simulation
349220,adventure
349220,indie
349220,massively multiplayer
349220,rpg
384310,adventure
384310,indie
384310,rpg
384310,simulation
384310,strategy
386870,adventure
386870,casual
386870,indie
379730,adventure
379730,indie
379730,rpg
379730,simulation
384020,action
384020,rpg
394270,casual
316890,adventure
316890,indie
394730,action
394730,adventure
394730,indie
394090,indie
394090,simulation
394090,strategy
357690,action
357690,indie
357690,strategy
331600,action
394680,adventure
394680,casual
315330,action
315330,adventure
315330,casual
315330,indie
315330,rpg
315330,simulation
315330,strategy
315330,early access
369815,casual
369815,simulation
398440,action
398440,indie
398440,rpg
395290,action
395290,indie
361160,strategy
399100,action
399100,indie
398450,adventure
398450,free to play
399180,sports
322440,action
322440,adventure
322440,indie
287920,action
287920,free to play
287920,indie
287920,massively multiplayer
287920,rpg
382130,action
234140,action
234140,adventure
394030,action
394030,indie
388490,adventure
388490,free to play
378080,action
378080,adventure
378080,indie
378080,rpg
399090,action
399090,adventure
399090,casual
399090,indie
399090,rpg
384550,casual
384550,indie
384550,simulation
384550,strategy
395510,action
395510,adventure
395510,indie
392470,strategy
287700,action
287700,adventure
392645,strategy
392647,strategy
392646,strategy
392644,strategy
392642,strategy
392641,strategy
392643,strategy
392630,strategy
393400,action
393400,adventure
393400,indie
393400,strategy
392640,strategy
388970,action
388970,indie
398600,adventure
398600,free to play
398600,indie
397000,action
399520,adventure
399520,casual
399520,free to play
399520,indie
296970,adventure
296970,indie
296970,rpg
296970,strategy
374210,indie
374210,strategy
371210,action
371210,adventure
371210,indie
365870,action
365870,adventure
365870,indie
365870,rpg
387440,action
387440,free to play
386360,action
386360,free to play
331190,action
331190,indie
378504,action
401490,action
401490,adventure
401490,casual
401490,indie
401490,rpg
401490,simulation
355630,adventure
355630,indie
369817,casual
369817,simulation
369816,casual
369816,simulation
324270,adventure
324270,indie
397121,action
397121,free to play
397121,massively multiplayer
397121,simulation
397122,action
397122,free to play
397122,massively multiplayer
397122,simulation
400500,action
400500,indie
400500,racing
400500,simulation
399840,adventure
399840,free to play
282660,utilities
365480,rpg
365480,strategy
384040,casual
384040,indie
384040,racing
390180,rpg
390180,simulation
390180,strategy
274350,adventure
274350,indie
395990,indie
395990,strategy
401650,action
401650,rpg
394480,casual
374090,action
374090,simulation
374090,sports
347080,action
347080,adventure
390200,adventure
390200,casual
401780,action
401780,indie
401580,indie
401580,simulation
401580,strategy
394720,adventure
394720,indie
394720,rpg
398210,adventure
398210,indie
397240,action
397240,adventure
397240,indie
391540,indie
391540,rpg
343463,strategy
391570,indie
391570,rpg
359570,casual
359570,indie
359570,strategy
375290,action
375290,indie
380640,action
380640,indie
400220,action
400220,adventure
400220,indie
400220,rpg
369821,casual
369821,simulation
356580,action
356580,indie
369822,casual
369822,simulation
403280,action
403280,casual
403280,indie
369823,casual
369823,simulation
369820,casual
369820,simulation
402950,action
402950,adventure
402950,casual
402950,indie
402950,simulation
402950,strategy
397870,indie
397870,strategy
403550,casual
403550,indie
397490,casual
397490,indie
372340,action
372340,adventure
372340,indie
372340,rpg
372340,early access
396860,casual
396860,indie
353640,casual
353640,indie
353640,simulation
353640,strategy
400580,indie
400580,rpg
400580,simulation
400580,strategy
403440,action
403440,indie
403440,rpg
391120,adventure
393290,racing
384660,indie
384660,strategy
403010,action
403010,indie
403010,simulation
380020,action
380020,adventure
380020,indie
373240,adventure
401190,action
401190,adventure
401190,indie
401190,simulation
382270,casual
382270,indie
365560,strategy
390220,indie
390220,simulation
24010,simulation
402160,indie
402160,simulation
402160,strategy
402160,early access
284260,indie
238240,action
238240,adventure
238240,indie
238240,rpg
300280,adventure
300280,indie
403900,action
403900,indie
395450,adventure
395450,indie
346090,adventure
346090,indie
338760,action
338760,indie
376680,casual
376680,strategy
287840,action
287840,adventure
287840,indie
400720,action
400720,adventure
400720,indie
362070,free to play
362070,massively multiplayer
400721,action
400721,adventure
400721,indie
400120,action
400120,indie
392070,indie
392070,sports
324190,action
324190,adventure
324190,indie
324190,simulation
324190,early access
397580,action
397580,indie
403140,indie
403140,sports
402210,adventure
344820,indie
344820,rpg
344820,simulation
344820,strategy
344820,early access
387110,action
387110,casual
387110,indie
297142,animation &amp; modeling
297142,design &amp; illustration
297142,web publishing
369826,casual
369826,simulation
369825,casual
369825,simulation
392780,casual
392780,indie
392810,casual
392810,indie
399270,action
399270,indie
399270,rpg
403910,action
403910,indie
403910,rpg
403910,strategy
391520,indie
391520,simulation
391520,early access
403740,casual
403740,rpg
280600,action
280600,indie
280600,rpg
398860,adventure
395190,strategy
370020,action
370020,indie
370020,rpg
370020,strategy
392690,adventure
392690,indie
392690,strategy
392690,early access
282140,action
282140,adventure
282140,indie
323040,indie
394280,adventure
394280,casual
401200,adventure
401200,indie
397990,action
397990,indie
348360,casual
348360,indie
348360,simulation
366100,casual
366100,indie
366100,rpg
366100,strategy
375620,action
375620,adventure
375620,indie
375620,strategy
401090,animation &amp; modeling
401090,design &amp; illustration
392950,adventure
392950,casual
392950,free to play
405940,adventure
405940,indie
349700,action
349700,free to play
349700,indie
349700,massively multiplayer
401220,casual
349580,action
349580,indie
368970,adventure
368970,indie
388660,indie
388660,simulation
388660,strategy
363650,casual
363650,indie
387870,action
387870,casual
387870,indie
387870,strategy
402670,action
402670,indie
402670,simulation
394600,action
394600,indie
392730,adventure
392730,indie
342920,action
342920,casual
342920,indie
385530,free to play
385530,indie
385530,massively multiplayer
385530,strategy
323580,action
323580,adventure
323580,indie
406470,action
406470,adventure
406470,indie
321960,rpg
321960,strategy
354040,action
354040,casual
354040,indie
354040,racing
404760,action
404760,adventure
379233,simulation
379549,simulation
405070,casual
405070,indie
369828,casual
369828,simulation
248330,action
248330,indie
248330,racing
369829,casual
369829,simulation
390360,casual
390360,simulation
334120,adventure
334120,indie
398250,action
398250,adventure
398250,indie
398250,early access
400410,adventure
400410,casual
400410,indie
400410,simulation
388470,indie
388470,simulation
383720,adventure
383720,rpg
383720,simulation
383720,strategy
403560,indie
344100,action
344100,adventure
344100,casual
344100,indie
344100,rpg
397940,adventure
397940,casual
397940,indie
397940,simulation
386540,action
386540,indie
386540,simulation
386540,strategy
405450,indie
405450,strategy
370270,action
370270,adventure
403061,action
403060,action
403062,action
399780,adventure
399780,indie
403063,action
382870,action
407400,action
407400,indie
361600,action
361600,adventure
361600,indie
400040,audio production
400040,design &amp; illustration
400040,photo editing
400040,utilities
400040,video production
400040,web publishing
399670,indie
399670,simulation
382070,adventure
382070,indie
406370,action
406370,adventure
403890,action
403890,adventure
406080,casual
406080,indie
406080,simulation
406080,strategy
395580,casual
386590,adventure
386590,indie
386590,rpg
386590,simulation
386590,early access
309900,action
309900,indie
309900,early access
351230,action
351230,indie
351230,rpg
407040,adventure
407040,indie
388600,design &amp; illustration
388600,education
388600,utilities
401120,action
401120,casual
401120,indie
395640,racing
374680,action
374680,casual
374680,indie
233450,indie
233450,simulation
233450,strategy
363960,rpg
363960,strategy
408210,action
408210,indie
390362,casual
390362,simulation
390363,casual
390363,simulation
390364,casual
390364,simulation
363020,animation &amp; modeling
363020,utilities
390365,casual
390365,simulation
393340,software training
396450,action
396450,casual
396450,indie
347610,casual
364340,simulation
379553,simulation
325970,simulation
384171,adventure
384171,casual
384171,free to play
384171,indie
384170,adventure
384170,casual
384170,free to play
384170,indie
407140,free to play
407140,sports
407140,strategy
404690,adventure
404690,indie
396310,indie
371450,casual
371450,indie
398830,action
398830,adventure
398830,casual
398830,indie
398830,racing
352760,action
352760,indie
352760,strategy
306350,action
306350,racing
306350,sports
400370,action
400370,adventure
405660,action
405660,adventure
405660,indie
405660,racing
354770,adventure
354770,indie
354770,rpg
384010,action
384010,casual
384010,indie
402680,indie
407150,action
407150,adventure
407150,casual
407150,indie
407150,strategy
390367,casual
390367,simulation
409360,action
409360,indie
409360,rpg
385250,casual
409630,action
409630,indie
381100,adventure
404810,casual
404810,indie
402030,action
403490,adventure
403490,rpg
360740,action
360740,adventure
360740,indie
389420,strategy
243160,action
243160,adventure
243160,indie
408070,action
408070,adventure
408070,indie
274190,action
274190,adventure
274190,casual
274190,indie
409130,adventure
409130,casual
409130,simulation
410790,action
410790,adventure
410790,casual
410790,indie
410260,action
410260,indie
410260,rpg
398840,action
398840,free to play
398840,simulation
398840,strategy
409420,action
409420,adventure
409420,indie
394450,action
394450,adventure
394450,rpg
394450,strategy
263920,action
263920,adventure
263920,indie
263920,rpg
263920,early access
397030,adventure
407700,action
407700,adventure
407700,indie
407700,massively multiplayer
407700,rpg
407700,early access
399640,action
399640,indie
399640,rpg
382160,action
382160,adventure
382160,indie
386550,audio production
411530,adventure
411530,casual
411530,simulation
411530,strategy
402300,simulation
402300,strategy
411550,adventure
411550,casual
411550,simulation
411550,strategy
345030,simulation
382464,rpg
351970,rpg
402120,action
402120,adventure
402120,indie
402120,rpg
306670,action
306670,adventure
406590,action
406590,adventure
329930,action
329930,adventure
406610,action
406610,adventure
391190,indie
391190,early access
405170,action
405170,indie
405170,racing
405170,sports
361200,adventure
361200,simulation
403200,action
403200,adventure
403200,indie
403200,rpg
412000,action
412000,casual
412000,indie
412000,rpg
412000,simulation
412000,strategy
412440,adventure
412440,casual
412440,simulation
412440,strategy
411730,adventure
411730,casual
411730,indie
411730,simulation
278550,simulation
368230,indie
368230,simulation
368230,strategy
397440,adventure
397440,casual
406580,action
406580,adventure
330570,action
330570,indie
330570,early access
395420,adventure
395420,indie
395420,rpg
395600,indie
395600,simulation
395600,strategy
384650,indie
407720,casual
405780,adventure
405780,indie
404750,action
404750,indie
404750,early access
406230,audio production
406230,utilities
406230,video production
406240,audio production
406240,utilities
393920,indie
393920,simulation
405700,audio production
405700,utilities
405690,audio production
405690,utilities
405690,video production
412430,casual
412430,indie
412430,simulation
412430,strategy
406190,animation &amp; modeling
406190,video production
395300,action
395300,indie
397180,simulation
397180,strategy
396790,casual
396790,indie
390470,adventure
390470,casual
390470,indie
348540,adventure
348540,casual
348540,indie
325974,simulation
325973,simulation
391630,action
411020,free to play
411020,massively multiplayer
324470,indie
324470,racing
324470,early access
407920,action
407920,adventure
407920,indie
414030,adventure
414030,indie
414030,simulation
414030,strategy
391780,action
391780,casual
391780,free to play
391780,indie
327000,indie
327000,simulation
327000,early access
412870,action
412870,indie
395140,action
395140,indie
351060,adventure
351060,indie
406930,action
406930,casual
406930,indie
402020,adventure
395270,adventure
395270,indie
379546,simulation
373420,adventure
373420,indie
373420,rpg
373420,strategy
408170,action
408170,indie
390375,casual
390375,simulation
390376,casual
390376,simulation
390374,casual
390374,simulation
390377,casual
390377,simulation
390378,casual
390378,simulation
382466,rpg
382469,rpg
414240,animation &amp; modeling
414240,video production
413680,action
413680,adventure
413680,indie
379191,action
344171,action
344172,action
344174,action
344173,action
344176,action
344175,action
282050,racing
282050,simulation
282050,sports
344178,action
344177,action
409670,action
409670,free to play
409670,indie
344170,action
300160,casual
300160,simulation
300160,strategy
401628,action
401628,adventure
313101,action
313101,adventure
350171,action
350171,adventure
401623,action
401623,adventure
401624,action
401624,adventure
356470,action
356470,adventure
401622,action
401622,adventure
405030,action
405030,adventure
401621,action
401621,adventure
401620,action
401620,adventure
313102,action
313102,adventure
377970,adventure
377970,indie
408260,adventure
408260,indie
397430,adventure
397430,casual
408600,rpg
408600,simulation
408600,strategy
383680,adventure
383680,indie
415040,simulation
415221,action
415221,casual
415221,indie
415221,strategy
390290,adventure
390290,indie
269990,adventure
269990,indie
378040,strategy
413991,action
413991,indie
414010,adventure
414010,indie
392860,action
392860,indie
375040,action
375040,casual
375040,indie
375040,simulation
414100,action
414100,indie
347730,adventure
347730,indie
414710,adventure
414710,indie
325977,simulation
397930,action
397930,adventure
397930,indie
397930,rpg
397910,action
397910,adventure
397910,indie
397910,rpg
291770,adventure
291770,indie
374851,simulation
407620,action
407620,indie
407620,early access
415560,indie
415560,rpg
415560,strategy
397920,action
397920,adventure
397920,indie
397920,rpg
415550,indie
415550,rpg
415550,strategy
415540,indie
415540,rpg
415540,strategy
415340,simulation
414670,simulation
414672,simulation
414673,simulation
414675,simulation
414674,simulation
413990,action
413990,indie
414671,simulation
410530,animation &amp; modeling
410530,design &amp; illustration
410530,education
410530,software training
410530,utilities
410531,animation &amp; modeling
410531,design &amp; illustration
410531,education
410531,software training
410531,utilities
411010,animation &amp; modeling
411010,design &amp; illustration
411010,education
411010,software training
411010,utilities
404410,action
404410,adventure
404410,free to play
404410,rpg
404410,simulation
345720,animation &amp; modeling
345720,design &amp; illustration
345720,education
345720,software training
345720,utilities
404800,action
404800,adventure
404800,free to play
404800,rpg
404800,simulation
401920,action
401920,adventure
406300,action
406300,casual
406300,indie
406300,sports
410440,casual
410440,indie
415580,action
415580,indie
415580,strategy
314520,simulation
314520,sports
362290,adventure
362290,indie
362290,simulation
362290,strategy
415920,indie
415920,rpg
415920,strategy
409920,adventure
409920,casual
409920,simulation
415730,action
415730,adventure
415730,casual
415730,indie
415730,rpg
415730,simulation
408440,indie
408440,simulation
408440,strategy
408440,early access
416480,simulation
416480,strategy
407300,indie
375910,simulation
375910,strategy
385100,action
385100,casual
385100,indie
385100,rpg
416100,casual
416100,indie
416100,rpg
416100,strategy
416030,casual
416030,free to play
416030,indie
416030,rpg
416030,simulation
416030,strategy
409257,design &amp; illustration
409257,photo editing
409257,utilities
396540,indie
396540,strategy
409192,design &amp; illustration
409192,photo editing
409192,utilities
409190,design &amp; illustration
409190,photo editing
409190,utilities
409191,design &amp; illustration
409191,photo editing
409191,utilities
409240,design &amp; illustration
409240,photo editing
409240,utilities
409204,design &amp; illustration
409204,photo editing
409204,utilities
409194,design &amp; illustration
409194,photo editing
409194,utilities
369270,action
369270,casual
369270,indie
369270,simulation
369270,sports
369270,early access
385020,casual
385020,indie
385020,massively multiplayer
385020,strategy
326013,simulation
369360,action
369360,casual
369360,indie
355980,indie
355980,strategy
410040,action
410040,adventure
410040,casual
410040,indie
344970,action
344970,indie
326014,simulation
408101,action
408101,adventure
408101,indie
408101,simulation
341570,action
341570,indie
341570,rpg
341570,strategy
341570,early access
397680,action
397680,casual
397680,indie
387920,action
387921,action
311210,action
311210,adventure
409490,action
409490,adventure
409490,indie
409490,rpg
409490,strategy
409490,early access
416400,action
416400,adventure
416400,indie
416400,rpg
326015,simulation
411760,adventure
411760,indie
409450,indie
409450,rpg
409450,strategy
400170,action
400170,adventure
400170,indie
400170,rpg
366843,action
366843,adventure
416440,indie
329790,free to play
329790,strategy
401460,free to play
401460,strategy
401440,free to play
401440,strategy
418160,casual
418160,strategy
401470,free to play
401470,strategy
254200,adventure
254200,casual
254200,indie
254200,rpg
254200,simulation
254200,strategy
401430,free to play
401430,strategy
416800,action
416800,casual
416800,strategy
414070,action
414070,adventure
414070,indie
414070,early access
414360,action
414360,adventure
414360,casual
414360,indie
414360,simulation
397360,action
397360,indie
397360,rpg
397360,early access
364324,simulation
266190,action
266190,adventure
266190,indie
266190,rpg
266190,early access
390384,casual
390384,simulation
359790,casual
359790,simulation
390386,casual
390386,simulation
390385,casual
390385,simulation
390387,casual
390387,simulation
341980,action
341980,adventure
341980,indie
390388,casual
390388,simulation
414310,indie
414310,simulation
414310,strategy
412520,casual
412520,indie
412520,strategy
292500,action
292500,adventure
292500,indie
410050,adventure
410050,indie
368690,action
368690,indie
416370,adventure
416370,casual
412370,action
412370,adventure
412370,casual
412370,indie
407451,indie
407451,rpg
407451,strategy
414060,casual
414060,indie
414580,action
414580,adventure
414580,indie
407450,indie
407450,rpg
407450,strategy
412900,action
412900,indie
412900,simulation
412900,strategy
417080,action
417080,indie
417080,racing
402970,action
402970,adventure
402970,casual
402970,indie
402970,rpg
402970,early access
393610,action
393610,indie
356100,casual
356100,indie
356100,strategy
407800,free to play
407800,massively multiplayer
407800,strategy
410450,free to play
410450,massively multiplayer
410450,strategy
379554,simulation
390870,action
386350,indie
386350,strategy
290080,action
290080,indie
290080,rpg
290080,simulation
411680,casual
411680,indie
411680,simulation
411680,strategy
366122,action
366122,indie
366120,action
366120,indie
366121,action
366121,indie
390389,casual
390389,simulation
391130,action
391130,indie
418110,casual
418110,free to play
418110,indie
418110,strategy
418110,early access
410120,adventure
419040,adventure
419040,indie
419040,rpg
419040,strategy
420320,free to play
420320,strategy
415720,rpg
415720,strategy
410130,adventure
415710,rpg
415710,strategy
276810,rpg
276810,strategy
415700,rpg
415700,strategy
420731,indie
420731,rpg
420731,strategy
421200,indie
385190,indie
385190,rpg
416630,casual
416630,indie
416630,simulation
407190,simulation
407190,sports
407190,strategy
420730,indie
420730,rpg
420730,strategy
347470,action
347470,indie
405010,action
405010,adventure
405010,indie
405010,early access
416260,adventure
416260,early access
361890,strategy
402980,action
402980,adventure
402980,casual
402980,indie
378030,indie
378030,rpg
413490,adventure
413490,indie
413490,early access
321060,indie
321060,simulation
411410,free to play
411410,massively multiplayer
413000,free to play
413000,massively multiplayer
413001,free to play
413001,massively multiplayer
378420,strategy
400780,adventure
400780,indie
415030,action
415030,indie
415030,rpg
391880,adventure
391880,indie
396520,adventure
396520,indie
421760,free to play
421760,massively multiplayer
421760,simulation
421760,sports
411070,casual
411070,indie
387010,action
387010,adventure
387010,rpg
418290,software training
396930,action
396930,adventure
396930,indie
396930,strategy
422280,action
422280,adventure
422280,indie
422280,strategy
381750,action
381750,indie
381750,racing
381750,simulation
381750,sports
381750,early access
407380,action
395460,adventure
395460,indie
348710,action
415850,indie
342600,casual
342600,indie
342600,simulation
342600,sports
342600,strategy
417190,free to play
417190,indie
417190,massively multiplayer
417190,strategy
348820,racing
348820,simulation
348820,sports
401850,action
401850,adventure
225540,action
225540,adventure
414720,adventure
414720,indie
414720,simulation
364710,action
364710,indie
417350,action
417350,adventure
417350,indie
417350,rpg
417350,strategy
416920,action
416920,adventure
416920,casual
416920,indie
416920,strategy
411110,action
411110,indie
422170,action
422170,indie
390396,casual
390396,simulation
390397,casual
390397,simulation
390398,casual
390398,simulation
390399,casual
390399,simulation
390400,casual
390400,simulation
390401,casual
390401,simulation
301120,simulation
301120,sports
351910,indie
351910,simulation
351910,strategy
394340,indie
394340,simulation
394340,strategy
424950,action
424950,indie
416220,indie
416220,rpg
416220,simulation
405950,adventure
405950,casual
405950,indie
412860,indie
412860,rpg
412860,early access
344190,free to play
344190,indie
344190,rpg
344190,strategy
379564,simulation
260291,strategy
260293,strategy
260292,strategy
425100,action
425100,adventure
425100,rpg
424800,casual
424800,indie
417770,action
417770,casual
417770,indie
377870,action
393420,action
393420,adventure
393420,simulation
393420,early access
415431,adventure
415431,indie
415430,adventure
415430,indie
374810,racing
374810,simulation
374810,sports
412980,action
412980,casual
412980,indie
319830,action
319830,indie
319830,simulation
420270,adventure
420270,indie
420270,rpg
420270,strategy
424870,adventure
424870,casual
424870,indie
424870,rpg
424870,strategy
411560,casual
411560,indie
425130,adventure
425130,indie
425130,rpg
425130,simulation
395235,action
395236,action
395237,action
395238,action
396170,action
396172,action
396173,action
328220,indie
328220,rpg
328220,simulation
396171,action
395239,action
418430,action
418430,adventure
418430,indie
418430,rpg
418430,strategy
418430,early access
422580,indie
422580,rpg
422580,strategy
416900,action
416900,indie
424210,action
424210,indie
425500,indie
349100,action
349100,adventure
349100,indie
349100,rpg
424240,action
424240,indie
408770,adventure
408770,indie
420680,animation &amp; modeling
420680,video production
420030,indie
420030,strategy
419965,action
376300,action
419964,action
419963,action
419961,action
343464,strategy
419949,action
419475,action
419962,action
419474,action
419473,action
419960,action
419938,action
419937,action
419934,action
419932,action
409060,indie
409060,strategy
390210,action
390210,adventure
390210,indie
316750,casual
420340,indie
420340,simulation
342200,action
342200,free to play
342200,massively multiplayer
342200,simulation
342200,strategy
420322,free to play
420322,strategy
299090,indie
299090,simulation
418140,simulation
425860,action
425860,casual
425860,indie
424060,rpg
424060,strategy
399070,action
399070,adventure
399070,indie
425710,action
425710,adventure
425710,indie
427020,action
427020,indie
409600,adventure
409600,casual
340640,action
340640,indie
340640,strategy
325990,simulation
421810,adventure
421810,casual
421810,indie
421810,rpg
421810,strategy
427090,adventure
427090,casual
427090,indie
404190,strategy
407100,action
407100,indie
407100,simulation
407100,strategy
407420,action
407420,adventure
407420,casual
407420,indie
407420,simulation
414651,action
414651,adventure
377080,adventure
377080,indie
420810,action
420810,indie
420821,animation &amp; modeling
420821,video production
423630,indie
423630,racing
423630,simulation
423630,sports
360270,adventure
372250,action
372250,adventure
372250,indie
415910,casual
415910,indie
415910,strategy
398020,action
398020,adventure
398020,indie
398020,simulation
426730,action
426730,adventure
416550,action
416550,indie
424220,casual
424220,indie
424220,strategy
390407,casual
390407,simulation
390408,casual
390408,simulation
390411,casual
390411,simulation
426630,action
426630,adventure
390409,casual
390409,simulation
344760,action
344760,adventure
344760,indie
344760,rpg
344760,simulation
379568,simulation
421110,adventure
421110,indie
421110,early access
377560,action
375520,action
375520,adventure
375520,indie
382900,rpg
388260,action
388260,indie
388260,sports
340320,adventure
340320,indie
340320,rpg
217120,action
217120,casual
217120,indie
217120,early access
423853,action
423853,indie
423850,action
423850,indie
423852,action
423852,indie
418820,action
418820,indie
426100,design &amp; illustration
426100,web publishing
423851,action
423851,indie
414180,action
414180,indie
326340,action
326340,adventure
326340,sports
426340,indie
426340,rpg
426330,indie
426330,rpg
391050,utilities
416430,indie
416430,strategy
426650,action
426650,indie
428800,audio production
428800,education
428800,software training
428800,video production
428800,web publishing
360250,action
360250,adventure
360250,indie
360250,racing
413740,indie
413740,early access
427950,action
427950,adventure
427950,indie
427950,rpg
427950,simulation
427950,strategy
427950,early access
408102,action
408102,adventure
408102,indie
408102,simulation
424170,action
424170,adventure
424170,indie
424170,rpg
424170,strategy
426040,indie
418280,action
418280,adventure
418280,indie
429990,adventure
429990,indie
360730,free to play
360730,indie
360730,massively multiplayer
360730,strategy
402000,adventure
402000,indie
410150,casual
410150,indie
391100,action
391100,adventure
391100,indie
405080,action
405080,adventure
428760,action
428760,casual
428760,indie
371020,action
371020,adventure
390412,casual
390412,simulation
360040,casual
360040,indie
360040,rpg
390414,casual
390414,simulation
390415,casual
390415,simulation
390413,casual
390413,simulation
390417,casual
390417,simulation
390418,casual
390418,simulation
401635,action
401635,adventure
401626,action
401626,adventure
390416,casual
390416,simulation
405810,action
405810,adventure
405810,indie
405032,action
405032,adventure
429490,action
429490,adventure
429490,casual
429490,indie
368830,action
368830,adventure
368830,indie
430940,action
430940,adventure
430940,indie
426743,simulation
426740,simulation
426741,simulation
426742,simulation
414770,action
414770,indie
414770,simulation
414770,strategy
414770,early access
396890,indie
396890,simulation
428510,casual
430110,free to play
430110,massively multiplayer
430110,simulation
398310,free to play
398310,massively multiplayer
398310,simulation
396800,casual
396800,indie
396800,strategy
376230,action
376230,indie
431060,free to play
431060,indie
431060,massively multiplayer
431060,strategy
431050,free to play
431050,indie
431050,massively multiplayer
431050,strategy
422473,free to play
422473,massively multiplayer
422473,simulation
422473,sports
430080,casual
430080,indie
430080,simulation
430080,sports
430080,strategy
432020,simulation
432510,adventure
432510,casual
432510,indie
407340,adventure
407340,casual
407340,indie
429940,adventure
429940,casual
429940,indie
410670,action
410670,adventure
410670,indie
410670,rpg
369230,action
379570,simulation
421060,action
421060,casual
421060,indie
421060,strategy
413800,action
413811,action
413810,action
429700,action
429700,adventure
429700,indie
416610,action
416610,adventure
416610,indie
422940,action
422940,indie
422940,massively multiplayer
422940,rpg
422940,early access
325987,simulation
325988,simulation
431820,action
431820,adventure
431820,indie
429901,racing
429901,simulation
429901,sports
429902,racing
429902,simulation
429902,sports
420890,racing
420890,simulation
420890,sports
421160,racing
421160,simulation
421160,sports
421161,racing
421161,simulation
421161,sports
374170,action
374170,casual
374170,indie
374170,early access
421162,racing
421162,simulation
421162,sports
383020,action
383020,adventure
383020,casual
383020,indie
383020,rpg
383020,strategy
383020,early access
429050,action
429050,indie
429050,simulation
429050,early access
349150,action
349150,indie
349150,early access
394310,indie
394310,rpg
394310,strategy
372690,casual
372690,indie
431710,adventure
431710,indie
430182,simulation
419471,action
419470,action
419472,action
433790,adventure
433790,indie
376250,indie
376250,strategy
434610,indie
434610,strategy
435070,adventure
342970,casual
342970,indie
342970,simulation
342970,strategy
434150,adventure
434150,indie
434800,action
434800,casual
434800,indie
429760,indie
429760,simulation
207340,audio production
435080,adventure
323060,indie
323060,rpg
323060,strategy
419460,adventure
419460,indie
430430,adventure
430430,casual
359610,action
359610,adventure
433390,adventure
433390,indie
392970,adventure
392970,casual
379562,simulation
379560,simulation
379561,simulation
360340,adventure
360340,indie
431840,adventure
431840,indie
431840,rpg
390424,casual
390424,simulation
390427,casual
390427,simulation
390425,casual
390425,simulation
390428,casual
390428,simulation
390426,casual
390426,simulation
390429,casual
390429,simulation
434890,casual
434890,racing
417461,action
371430,action
371430,indie
371430,rpg
371430,strategy
435250,action
357120,action
357120,indie
434940,action
434940,adventure
434940,indie
434940,simulation
404214,simulation
